id,type,measurement,lat,lon,value,AQI_level
000060512,PM25_AQI,AQI,43.2561,-79.8617,31.772434943169547,good
000060610,OZONE,PPB,46.491941,-81.003105,24.3059006791319,
000060610,OZONE_AQI,AQI,46.491941,-81.003105,22.169983911760493,good
000060610,PM2.5,UG/M3,46.491941,-81.003105,5.171320310295411,
000060610,PM25_AQI,AQI,46.491941,-81.003105,20.986394761164274,good
000060709,OZONE,PPB,46.5331,-84.3094,28.258685553350176,
000060709,OZONE_AQI,AQI,46.5331,-84.3094,25.824604444610262,good
000060709,PM2.5,UG/M3,46.5331,-84.3094,4.571786137395797,
000060709,PM25_AQI,AQI,46.5331,-84.3094,18.687561256094305,good
000060904,OZONE,PPB,42.974461,-81.200858,27.553170944908437,
000060904,OZONE_AQI,AQI,42.974461,-81.200858,25.189683607719587,good
000060904,PM2.5,UG/M3,42.974461,-81.200858,6.609792547759236,
000060904,PM25_AQI,AQI,42.974461,-81.200858,26.56218739213297,good
000061009,OZONE,PPB,42.990263,-82.395341,26.688301179075197,
000061009,OZONE_AQI,AQI,42.990263,-82.395341,24.503255937621265,good
000061009,PM2.5,UG/M3,42.990263,-82.395341,7.066188889133281,
000061009,PM25_AQI,AQI,42.990263,-82.395341,27.93465739548011,good
000061104,OZONE,PPB,44.3,-78.35,27.794652143966815,
000061104,OZONE_AQI,AQI,44.3,-78.35,25.40714921490255,good
000061104,PM2.5,UG/M3,44.3,-78.35,5.737554908587656,
000061104,PM25_AQI,AQI,44.3,-78.35,22.80141320923145,good
000061201,OZONE,PPB,45.0294,-74.7394,26.37870710967718,
000061201,OZONE_AQI,AQI,45.0294,-74.7394,24.021497955579306,good
000061201,PM2.5,UG/M3,45.0294,-74.7394,6.114526309393946,
000061201,PM25_AQI,AQI,45.0294,-74.7394,24.69899456080067,good
000061302,OZONE,PPB,43.1583,-79.235,30.198828647036045,
000061302,OZONE_AQI,AQI,43.1583,-79.235,27.58263011151554,good
000061302,PM2.5,UG/M3,43.1583,-79.235,6.398423946064106,
000061302,PM25_AQI,AQI,43.1583,-79.235,25.7989673160994,good
000061402,OZONE,PPB,43.1403,-80.2961,28.025687315994325,
000061402,OZONE_AQI,AQI,43.1403,-80.2961,25.55447169643425,good
000061402,PM2.5,UG/M3,43.1403,-80.2961,6.889954537047453,
000061402,PM25_AQI,AQI,43.1403,-80.2961,27.575197868443656,good
000061502,OZONE,PPB,43.4419,-80.5044,27.717151217263318,
000061502,OZONE_AQI,AQI,43.4419,-80.5044,25.235893858679805,good
000061502,PM2.5,UG/M3,43.4419,-80.5044,6.619699200261538,
000061502,PM25_AQI,AQI,43.4419,-80.5044,26.520415510201932,good
000062001,OZONE,PPB,46.3175,-79.4453,26.20520100458471,
000062001,OZONE_AQI,AQI,46.3175,-79.4453,23.83971002802386,good
000062001,PM2.5,UG/M3,46.3175,-79.4453,4.579677131373019,
000062001,PM25_AQI,AQI,46.3175,-79.4453,18.68286824449644,good
000062501,OZONE,PPB,44.2994,-81.5753,30.601366233803844,
000062501,OZONE_AQI,AQI,44.2994,-81.5753,27.977849293206024,good
000062501,PM2.5,UG/M3,44.2994,-81.5753,5.129220998576848,
000062501,PM25_AQI,AQI,44.2994,-81.5753,19.733266204180147,good
000063301,OZONE,PPB,45.2211,-78.9314,27.11727338956984,
000063301,OZONE_AQI,AQI,45.2211,-78.9314,24.71266179109529,good
000063301,PM2.5,UG/M3,45.2211,-78.9314,4.576016999214572,
000063301,PM25_AQI,AQI,45.2211,-78.9314,18.635758771653173,good
000063701,OZONE,PPB,43.3306,-81.7425,30.950333856342972,
000063701,OZONE_AQI,AQI,43.3306,-81.7425,28.519503548818502,good
000063701,PM2.5,UG/M3,43.3306,-81.7425,4.883070874310249,
000063701,PM25_AQI,AQI,43.3306,-81.7425,19.919357631749712,good
000064001,OZONE,PPB,49.6639,-93.7211,30.832109849363626,
000064001,OZONE_AQI,AQI,49.6639,-93.7211,28.104192075407447,good
000064101,OZONE,PPB,47.035,-84.3811,30.488526763318525,
000064101,OZONE_AQI,AQI,47.035,-84.3811,27.900220962506328,good
000064401,OZONE,PPB,44.2325,-79.7814,29.686122787328394,
000064401,OZONE_AQI,AQI,44.2325,-79.7814,27.23732466152741,good
000065201,OZONE,PPB,45.3378,-80.0378,29.95706721447978,
000065201,OZONE_AQI,AQI,45.3378,-80.0378,27.329179679708556,good
000065201,PM2.5,UG/M3,45.3378,-80.0378,4.337544278444632,
000065201,PM25_AQI,AQI,45.3378,-80.0378,17.658993993074354,good
000065301,OZONE,PPB,42.6725,-81.1647,30.877988589672395,
000065301,OZONE_AQI,AQI,42.6725,-81.1647,28.32190256744215,good
000065301,PM2.5,UG/M3,42.6725,-81.1647,6.507299743438388,
000065301,PM25_AQI,AQI,42.6725,-81.1647,26.03439494076641,good
000065401,OZONE,PPB,44.1503,-77.3956,29.712401470373944,
000065401,OZONE_AQI,AQI,44.1503,-77.3956,27.169771313321892,good
000065401,PM2.5,UG/M3,44.1503,-77.3956,6.456883133764707,
000065401,PM25_AQI,AQI,44.1503,-77.3956,25.87807616804329,good
000065801,OZONE,PPB,42.4033,-82.2086,29.079897711348256,
000065801,OZONE_AQI,AQI,42.4033,-82.2086,26.661487460517158,good
000065801,PM2.5,UG/M3,42.4033,-82.2086,6.70190437063917,
000065801,PM25_AQI,AQI,42.4033,-82.2086,26.669254957434806,good
000065901,OZONE,PPB,54.4494,-90.2175,29.034108585057485,
000065901,OZONE_AQI,AQI,54.4494,-90.2175,26.49412445260947,good
000066101,OZONE,PPB,49.3864,-82.1214,24.531121113332283,
000066101,OZONE_AQI,AQI,49.3864,-82.1214,22.27423477790326,good
000070119,OZONE,PPB,49.9489,-97.3964,9.538330500346271,
000070119,OZONE_AQI,AQI,49.9489,-97.3964,9.37027476671347,good
000070119,PM10,UG/M3,49.9489,-97.3964,2.7096244770358044,
000070119,PM10_AQI,AQI,49.9489,-97.3964,2.5770388088041534,good
000070119,PM2.5,UG/M3,49.9489,-97.3964,5.000887637715464,
000070119,PM25_AQI,AQI,49.9489,-97.3964,20.4007618587657,good
000070203,OZONE,PPB,49.8422,-99.9189,20.819906778955684,
000070203,OZONE_AQI,AQI,49.8422,-99.9189,19.669609149426684,good
000070203,PM10,UG/M3,49.8422,-99.9189,2.5609063586240994,
000070203,PM10_AQI,AQI,49.8422,-99.9189,2.3934763597973547,good
000070203,PM2.5,UG/M3,49.8422,-99.9189,5.451358675165617,
000070203,PM25_AQI,AQI,49.8422,-99.9189,22.002968736621824,good
000070301,PM10,UG/M3,54.765,-101.8753,6.9078109268775405,
000070301,PM10_AQI,AQI,54.765,-101.8753,-17.63751127066957,good
000080110,NO2_AQI,AQI,50.45,-104.6169,7.20452325124554,good
000080110,OZONE,PPB,50.45,-104.6169,24.242604181160214,
000080110,OZONE_AQI,AQI,50.45,-104.6169,22.229038595346108,good
000080110,PM2.5,UG/M3,50.45,-104.6169,7.147844095003076,
000080110,PM25_AQI,AQI,50.45,-104.6169,28.80678366618585,good
000080211,NO2_AQI,AQI,52.1361,-106.6631,7.840261170975612,good
000080211,OZONE,PPB,52.1361,-106.6631,23.258207121761643,
000080211,OZONE_AQI,AQI,52.1361,-106.6631,21.420243941545362,good
000080211,PM2.5,UG/M3,52.1361,-106.6631,7.0155065937109065,
000080211,PM25_AQI,AQI,52.1361,-106.6631,28.26526535479032,good
000080402,NO2_AQI,AQI,53.201693999999996,-105.75203,5.212815870561309,good
000080402,OZONE,PPB,53.201693999999996,-105.75203,23.53800093904681,
000080402,OZONE_AQI,AQI,53.201693999999996,-105.75203,21.612449359875608,good
000080402,PM2.5,UG/M3,53.201693999999996,-105.75203,7.099430137170436,
000080402,PM25_AQI,AQI,53.201693999999996,-105.75203,28.14308436553401,good
000081001,NO2_AQI,AQI,50.285833000000004,-107.81688999999999,6.246337883824882,good
000081001,OZONE,PPB,50.285833000000004,-107.81688999999999,26.50837355790707,
000081001,OZONE_AQI,AQI,50.285833000000004,-107.81688999999999,24.2734208763925,good
000081001,PM2.5,UG/M3,50.285833000000004,-107.81688999999999,5.559083753788803,
000081001,PM25_AQI,AQI,50.285833000000004,-107.81688999999999,22.442899919183503,good
000082001,OZONE,PPB,55.503330000000005,-106.72166999999999,27.697685132061217,
000082001,OZONE_AQI,AQI,55.503330000000005,-106.72166999999999,25.197599536550914,good
000090120,CO,PPM,53.5028,-113.6111,0.2781766648244418,
000090120,NO2,PPB,53.5028,-113.6111,9.491441218460466,
000090120,NO2_AQI,AQI,53.5028,-113.6111,9.043766115111312,good
000090120,OZONE,PPB,53.5028,-113.6111,23.790494868026116,
000090120,OZONE_AQI,AQI,53.5028,-113.6111,21.595900889823106,good
000090120,PM2.5,UG/M3,53.5028,-113.6111,5.791310821689176,
000090120,PM25_AQI,AQI,53.5028,-113.6111,22.684948842971487,good
000090120,SO2,PPB,53.5028,-113.6111,0.14341732454147615,
000090121,CO,PPM,53.5472,-113.3681,0.2640762151713852,
000090121,NO2,PPB,53.5472,-113.3681,11.813487362058817,
000090121,NO2_AQI,AQI,53.5472,-113.3681,11.210574606507373,good
000090121,OZONE,PPB,53.5472,-113.3681,22.67816975619938,
000090121,OZONE_AQI,AQI,53.5472,-113.3681,20.515345977663692,good
000090121,PM2.5,UG/M3,53.5472,-113.3681,6.497641604983896,
000090121,PM25_AQI,AQI,53.5472,-113.3681,25.56180288001336,good
000090121,SO2,PPB,53.5472,-113.3681,0.6558596107211988,
000090130,NO2,PPB,53.5453,-113.4992,13.553014783612074,
000090130,NO2_AQI,AQI,53.5453,-113.4992,12.837572837285194,good
000090130,OZONE,PPB,53.5453,-113.4992,21.344676578687025,
000090130,OZONE_AQI,AQI,53.5453,-113.4992,19.316988416557496,good
000090130,PM2.5,UG/M3,53.5453,-113.4992,4.228909053879607,
000090130,PM25_AQI,AQI,53.5453,-113.4992,14.42282605832977,good
000090133,PM2.5,UG/M3,53.564411,-113.562583,6.892987463275211,
000090133,PM25_AQI,AQI,53.564411,-113.562583,26.867821896162795,good
000090222,CO,PPM,51.0814,-114.1403,0.3528613319995048,
000090222,NO2,PPB,51.0814,-114.1403,8.972210069742589,
000090222,NO2_AQI,AQI,51.0814,-114.1403,8.555718601757505,good
000090222,OZONE,PPB,51.0814,-114.1403,26.83001123400418,
000090222,OZONE_AQI,AQI,51.0814,-114.1403,24.366067823570212,good
000090222,PM2.5,UG/M3,51.0814,-114.1403,5.486259564428356,
000090222,PM25_AQI,AQI,51.0814,-114.1403,21.518082447330713,good
000090228,CO,PPM,51.047610999999996,-114.07516499999998,0.4902967696850671,
000090228,NO2,PPB,51.047610999999996,-114.07516499999998,14.810227766737972,
000090228,NO2_AQI,AQI,51.047610999999996,-114.07516499999998,14.045093114813694,good
000090228,OZONE,PPB,51.047610999999996,-114.07516499999998,23.14158733974225,
000090228,OZONE_AQI,AQI,51.047610999999996,-114.07516499999998,21.195506627665157,good
000090228,PM2.5,UG/M3,51.047610999999996,-114.07516499999998,6.722067565067128,
000090228,PM25_AQI,AQI,51.047610999999996,-114.07516499999998,26.37812347505947,good
000090302,NO2_AQI,AQI,52.2989,-113.7942,8.854566169539071,good
000090302,OZONE,PPB,52.2989,-113.7942,24.309148520236302,
000090302,OZONE_AQI,AQI,52.2989,-113.7942,22.18724130973029,good
000090302,PM2.5,UG/M3,52.2989,-113.7942,4.930849155588554,
000090302,PM25_AQI,AQI,52.2989,-113.7942,19.673530972504558,good
000090402,NO2_AQI,AQI,50.0492,-110.6814,5.272896526766221,good
000090402,OZONE,PPB,50.0492,-110.6814,29.09700632584206,
