Unique_ID,Location_type,Zipcode,name,type,measurement,value,lat,lon,AQI_level
S_270834210,Site,,Marshall,PM25,UG/M3,5.335980094346591,44.4572,-95.835,
S_270834210,Site,,Marshall,PM25_AQI,AQI,21.502090405682186,44.4572,-95.835,good
S_270953051,Site,,Mille Lacs,OZONE,PPB,31.689479091696832,46.2056,-93.7589,
S_270953051,Site,,Mille Lacs,OZONE_AQI,AQI,29.29282066811169,46.2056,-93.7589,good
S_271095008,Site,,Rochester,OZONE,PPB,29.552409792813545,43.57563895,-85.02927325,
S_271095008,Site,,Rochester,OZONE_AQI,AQI,27.612565716775045,43.9947,-92.4497,good
S_271095008,Site,,Rochester,PM2.5,UG/M3,5.626620522158741,43.15657789999999,-77.6088465,
S_271095008,Site,,Rochester,PM25,UG/M3,5.6258679786072845,43.9947,-92.4497,
S_271095008,Site,,Rochester,PM25_AQI,AQI,22.707090514398985,43.9947,-92.4497,good
S_271230868,Site,,St. Paul - Downtown,PM10,UG/M3,18.653541337229683,44.9509417,-93.09684795,
S_271230868,Site,,St. Paul - Downtown,PM10_AQI,AQI,16.908824258634706,44.9507,-93.0985,good
S_271230871,Site,,St. Paul-Harding H.S,PM2.5,UG/M3,7.067459024060562,44.9593246,-93.0362766,
S_271230871,Site,,St. Paul-Harding H.S.,PM25,UG/M3,7.06729296125863,44.9594,-93.0356,
S_271230871,Site,,St. Paul-Harding H.S.,PM25_AQI,AQI,27.919326620161712,44.9594,-93.0356,good
S_271370034,Site,,Voyageurs NP,OZONE,PPB,29.88225290883887,48.4426325,-92.8392213,
S_271370034,Site,,Voyageurs NP,OZONE_AQI,AQI,27.199475453796296,48.4128,-92.8292,good
S_271370034,Site,,Voyageurs NP,PRECIP,MM,0.058135427861059,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,RHUM,PERCENT,72.6394398732955,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,RWD,DEGREES,207.8983143798812,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,RWS,KNOTS,4.110242458865263,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,SRAD,WATTS/M2,145.40043354869576,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,TEMP,C,4.579220160366943,48.472465,-92.8492426,
S_271370034,Site,,Voyageurs NP,WS,M/S,2.306425637369354,48.472465,-92.8492426,
S_271377001,Site,,Virginia,PM2.5,UG/M3,4.2916819445878005,37.4315734,-78.6568942,
S_271377001,Site,,Virginia,PM25,UG/M3,4.2916908587814975,47.5212,-92.5393,
S_271377001,Site,,Virginia,PM25_AQI,AQI,17.649655712985393,47.5212,-92.5393,good
S_271377550,Site,,Duluth-WDSE,OZONE,PPB,28.52859181521511,46.8183,-92.0892,
S_271377550,Site,,Duluth-WDSE,OZONE_AQI,AQI,26.375789267770887,46.8183,-92.0892,good
S_271377550,Site,,Duluth-WDSE,PM2.5,UG/M3,7.270458041213952,46.8183,-92.0892,
S_271377550,Site,,Duluth-WDSE,PM25,UG/M3,7.27028191399978,46.8183,-92.0892,
S_271377550,Site,,Duluth-WDSE,PM25_AQI,AQI,29.57974747885221,46.8183,-92.0892,good
S_271377554,Site,,West Duluth,PM2.5,UG/M3,5.0777277722328975,46.7319592,-92.1812275,
S_271377554,Site,,West Duluth,PM25,UG/M3,5.077179261765909,46.743889,-92.166946,
S_271377554,Site,,West Duluth,PM25_AQI,AQI,20.676387339840023,46.743889,-92.166946,good
S_271390505,Site,,Shakopee,OZONE,PPB,27.348956154758618,44.7933971,-93.51989155,
S_271390505,Site,,Shakopee,OZONE_AQI,AQI,25.319850339810287,44.789398,-93.512497,good
S_271390505,Site,,Shakopee,PM2.5,UG/M3,5.915830610672512,44.7973962,-93.5272861,
S_271390505,Site,,Shakopee,PM25,UG/M3,5.914320948836764,44.789398,-93.512497,
S_271390505,Site,,Shakopee,PM25_AQI,AQI,23.58248084129133,44.789398,-93.512497,good
S_271453052,Site,,St. Cloud,OZONE,PPB,28.9349098868445,45.55397255,-94.1482702,
S_271453052,Site,,St. Cloud,OZONE_AQI,AQI,26.76329865980988,45.55,-94.1333,good
S_271453052,Site,,St. Cloud,PM2.5,UG/M3,5.797149433374012,45.5579451,-94.1632404,
S_271453052,Site,,St. Cloud,PM25,UG/M3,5.797617428543095,45.55,-94.1333,
S_271453052,Site,,St. Cloud,PM25_AQI,AQI,23.54804223626245,45.55,-94.1333,good
S_271636016,Site,,Marine on St. Croix,OZONE,PPB,26.776899188547155,45.1832172,-92.7678155,
S_271636016,Site,,Marine on St. Croix,OZONE_AQI,AQI,24.76036524076672,45.168,-92.7651,good
S_271713201,Site,,St. Michael,OZONE,PPB,30.727800650030545,40.6233885,-94.758826,
S_271713201,Site,,St. Michael,OZONE_AQI,AQI,28.47085285118743,45.2108,-93.6686,good
S_271713201,Site,,St. Michael,PM2.5,UG/M3,6.065963408968039,36.035977,-95.849052,
S_271713201,Site,,St. Michael,PM25,UG/M3,6.065304189966429,45.2108,-93.6686,
S_271713201,Site,,St. Michael,PM25_AQI,AQI,22.69663555569592,45.2108,-93.6686,good
S_280110002,Site,,CLEVELAND,OZONE,PPB,28.988294050577004,37.6250765,-86.21426375,
S_280110002,Site,,CLEVELAND,OZONE_AQI,AQI,26.44289344276488,33.750833,-90.734167,good
S_280110002,Site,,CLEVELAND,PM2.5,UG/M3,8.630691465839492,41.49932,-81.6943605,
S_280110002,Site,,CLEVELAND,PM25,UG/M3,8.631147886934501,33.750833,-90.734167,
S_280110002,Site,,CLEVELAND,PM25_AQI,AQI,34.36189362703315,33.750833,-90.734167,good
S_280330002,Site,,HERNANDO,OZONE,PPB,26.13681419927552,31.6892193,-86.23152685,
S_280330002,Site,,HERNANDO,OZONE_AQI,AQI,24.02609107551264,34.820556,-89.987778,good
S_280330002,Site,,HERNANDO,PM2.5,UG/M3,8.260589148389085,28.5578826,-82.4752757,
S_280330002,Site,,HERNANDO,PM25,UG/M3,8.26104255016042,34.820556,-89.987778,
S_280330002,Site,,HERNANDO,PM25_AQI,AQI,33.21575846484608,34.820556,-89.987778,good
S_280350004,Site,,Hattiesburg,PM2.5,UG/M3,9.685948789316097,31.3271189,-89.29033919999999,
S_280350004,Site,,Hattiesburg,PM25,UG/M3,9.686374513953778,31.322779,-89.287498,
S_280350004,Site,,Hattiesburg,PM25_AQI,AQI,37.7254889356397,31.322779,-89.287498,good
S_280450003,Site,,WAVELAND,OZONE,PPB,26.803604186465684,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,OZONE_AQI,AQI,24.37955052557708,30.3008,-89.395798,good
S_280450003,Site,,WAVELAND,PM2.5,UG/M3,8.407710194568718,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,PM25,UG/M3,8.407710194568718,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,PM25_AQI,AQI,33.249753036203025,30.3008,-89.395798,good
S_280450003,Site,,WAVELAND,PRECIP,MM,0.0002041142127349,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,RHUM,PERCENT,78.09203592122981,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,RWD,DEGREES,152.6485499536022,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,RWS,KNOTS,2.8447138850604303,30.3008,-89.395798,
S_280450003,Site,,WAVELAND,TEMP,C,21.203900337217288,30.3008,-89.395798,
S_280470008,Site,,GPORT YC,OZONE,PPB,28.816254453739628,30.39,-89.0497,
S_280470008,Site,,GPORT YC,OZONE_AQI,AQI,26.36104829195381,30.39,-89.0497,good
S_280470008,Site,,GPORT YC,PM2.5,UG/M3,9.637115891445704,30.39,-89.0497,
S_280470008,Site,,GPORT YC,PM25,UG/M3,9.636882433026106,30.39,-89.0497,
S_280470008,Site,,GPORT YC,PM25_AQI,AQI,37.95008275860706,30.39,-89.0497,good
S_280490020,Site,,Jackson NCORE,BARPR,MILLIBAR,1002.3228140606795,40.1272423,-74.27434869999999,
S_280490020,Site,,Jackson NCORE,CO,PPM,0.1418297997248728,36.22817665,-82.22853534999999,
S_280490020,Site,,Jackson NCORE,OZONE,PPB,25.462186229387413,36.22817665,-82.22853534999999,
S_280490020,Site,,Jackson NCORE,OZONE_AQI,AQI,23.475425328933834,32.329111,-90.182722,good
S_280490020,Site,,Jackson NCORE,PM10,UG/M3,28.424958494734973,36.22817665,-82.22853534999999,
S_280490020,Site,,Jackson NCORE,PM10_AQI,AQI,24.33280853949808,32.329111,-90.182722,good
S_280490020,Site,,Jackson NCORE,PM2.5,UG/M3,10.033418162056178,40.1272423,-74.27434869999999,
S_280490020,Site,,Jackson NCORE,PM25,UG/M3,10.0336048569032,32.329111,-90.182722,
S_280490020,Site,,Jackson NCORE,PM25_AQI,AQI,38.956827405069866,32.329111,-90.182722,good
S_280490020,Site,,Jackson NCORE,RHUM,PERCENT,68.70728890513728,40.1272423,-74.27434869999999,
S_280490020,Site,,Jackson NCORE,RWD,DEGREES,184.25912866191555,40.1272423,-74.27434869999999,
S_280490020,Site,,Jackson NCORE,RWS,KNOTS,4.162454608495911,40.1272423,-74.27434869999999,
S_280490020,Site,,Jackson NCORE,SO2,PPB,0.7109078840244886,36.22817665,-82.22853534999999,
S_280490020,Site,,Jackson NCORE,TEMP,C,22.81379190335814,40.1272423,-74.27434869999999,
S_280490021,Site,,Hinds CC,OZONE,PPB,23.539499008147324,32.308611,-90.15754635,
S_280490021,Site,,Hinds CC,OZONE_AQI,AQI,21.48636644725939,32.346905,-90.225928,good
S_280490021,Site,,Hinds CC,PM2.5,UG/M3,10.281535355074316,32.270317,-90.0891647,
S_280490021,Site,,Hinds CC,PM25,UG/M3,10.281495600645975,32.346905,-90.225928,
S_280490021,Site,,Hinds CC,PM25_AQI,AQI,40.04961274254095,32.346905,-90.225928,good
S_280590006,Site,,PASCAGOULA,NO2,PPB,3.4249843611852184,30.3716281,-88.54501210000001,
S_280590006,Site,,PASCAGOULA,NO2_AQI,AQI,2.8513186579694927,30.377501,-88.533897,good
S_280590006,Site,,PASCAGOULA,OZONE,PPB,30.36609941241958,30.3716281,-88.54501210000001,
S_280590006,Site,,PASCAGOULA,OZONE_AQI,AQI,27.614241434244946,30.377501,-88.533897,good
S_280590006,Site,,PASCAGOULA,PM2.5,UG/M3,8.710680348002516,30.3657552,-88.5561272,
S_280590006,Site,,PASCAGOULA,PM25,UG/M3,8.710791415980433,30.377501,-88.533897,
S_280590006,Site,,PASCAGOULA,PM25_AQI,AQI,34.80575226972769,30.377501,-88.533897,good
S_280590006,Site,,PASCAGOULA,RHUM,PERCENT,68.09178878518519,30.3657552,-88.5561272,
S_280590006,Site,,PASCAGOULA,RWD,DEGREES,51.71824314599116,30.3657552,-88.5561272,
S_280590006,Site,,PASCAGOULA,RWS,KNOTS,5.705686459076112,30.3657552,-88.5561272,
S_280590006,Site,,PASCAGOULA,SO2,PPB,0.749059381735594,30.3716281,-88.54501210000001,
S_280750003,Site,,MERIDIAN,OZONE,PPB,21.58103183086162,32.3644,-88.7314,
S_280750003,Site,,MERIDIAN,OZONE_AQI,AQI,19.744207783887536,32.3644,-88.7314,good
S_280810005,Site,,TUPELOAP,OZONE,PPB,24.39277957776958,34.2604533,-88.73154295,
S_280810005,Site,,TUPELOAP,OZONE_AQI,AQI,22.203636734939163,34.2633,-88.7597,good
S_281619991,Site,,Coffeeville,OZONE,PPB,27.60899726047404,34.0026,-89.799,
S_281619991,Site,,Coffeeville,OZONE_AQI,AQI,25.364530815449022,34.0026,-89.799,good
S_281619991,Site,,Coffeeville,TEMP,C,17.389249568168957,34.0026,-89.799,
S_288GH1010001,Site,,Accra,PM2.5,UG/M3,21.391516711260493,5.6037168,-0.1869644,
S_288GH1010001,Site,,Accra,PM25,UG/M3,24.524448979673384,5.580642,-0.170724,
S_288GH1010001,Site,,Accra,PM25_AQI,AQI,77.17674649126263,5.580642,-0.170724,moderate
S_290030001,Site,,SAVANNAH,OZONE,PPB,32.39669954984629,36.01764945,-87.9701015,
S_290030001,Site,,SAVANNAH,OZONE_AQI,AQI,29.481593886747184,39.9544,-94.849,good
S_290190011,Site,,FGRLAKES,OZONE,PPB,25.04551472246002,39.07803,-92.316322,
S_290190011,Site,,FGRLAKES,OZONE_AQI,AQI,22.5926527665623,39.07803,-92.316322,good
S_290210005,Site,,St. Joseph,BARPR,MILLIBAR,983.5907618918562,43.4682685,-89.7386302,
S_290210005,Site,,St. Joseph,PM10,UG/M3,28.485894286301985,41.60496775,-92.2984816,
S_290210005,Site,,St. Joseph,PM10_AQI,AQI,25.51767862104844,39.741667,-94.858333,good
S_290210005,Site,,St. Joseph,PM2.5,UG/M3,7.725938376760216,43.4682685,-89.7386302,
S_290210005,Site,,St. Joseph,PM25,UG/M3,7.7257319190673455,39.741667,-94.858333,
S_290210005,Site,,St. Joseph,PM25_AQI,AQI,31.137324351835804,39.741667,-94.858333,good
S_290210005,Site,,St. Joseph,RHUM,PERCENT,67.63286249649404,43.4682685,-89.7386302,
S_290210005,Site,,St. Joseph,RWD,DEGREES,187.96232193593565,43.4682685,-89.7386302,
S_290210005,Site,,St. Joseph,RWS,KNOTS,3.829093364492433,43.4682685,-89.7386302,
S_290210005,Site,,St. Joseph,TEMP,C,13.362760280844428,43.4682685,-89.7386302,
S_290270002,Site,,NWBLMFLD,OZONE,PPB,30.208947597322425,40.266284,-82.41158725,
S_290270002,Site,,NWBLMFLD,OZONE_AQI,AQI,27.501720430107525,38.70608,-92.09308,good
S_290370003,Site,,RG_SOUTH,BARPR,MILLIBAR,977.338319491299,29.690412,-95.411379,
S_290370003,Site,,RG_SOUTH,OZONE,PPB,31.78530364130479,34.225011,-94.9956045,
S_290370003,Site,,RG_SOUTH,OZONE_AQI,AQI,28.89786851736494,38.75961,-94.57983,good
S_290370003,Site,,RG_SOUTH,PM2.5,UG/M3,6.223235858885453,29.690412,-95.411379,
S_290370003,Site,,RG_SOUTH,PM25,UG/M3,6.22289938969315,38.75961,-94.57983,
S_290370003,Site,,RG_SOUTH,PM25_AQI,AQI,25.14671118290905,38.75961,-94.57983,good
S_290370003,Site,,RG_SOUTH,RHUM,PERCENT,70.4015177907798,29.690412,-95.411379,
S_290370003,Site,,RG_SOUTH,RWD,DEGREES,180.83369828001003,29.690412,-95.411379,
S_290370003,Site,,RG_SOUTH,RWS,KNOTS,4.955266011382956,29.690412,-95.411379,
S_290370003,Site,,RG_SOUTH,TEMP,C,12.382037005264666,29.690412,-95.411379,
S_290390001,Site,,ELDOSPGS,BARPR,MILLIBAR,981.3242489652672,37.87697989999999,-94.0213303,
S_290390001,Site,,ELDOSPGS,OZONE,PPB,31.34111185487413,37.78897495,-94.02803515,
S_290390001,Site,,ELDOSPGS,OZONE_AQI,AQI,28.53511057867124,37.70097,-94.03474,good
S_290390001,Site,,ELDOSPGS,PM2.5,UG/M3,6.537430616485955,37.87697989999999,-94.0213303,
S_290390001,Site,,ELDOSPGS,PM25,UG/M3,6.537580347491665,37.70097,-94.03474,
S_290390001,Site,,ELDOSPGS,PM25_AQI,AQI,26.448241626542327,37.70097,-94.03474,good
S_290390001,Site,,ELDOSPGS,RHUM,PERCENT,64.19364492660864,37.87697989999999,-94.0213303,
S_290390001,Site,,ELDOSPGS,RWD,DEGREES,192.9627734077484,37.87697989999999,-94.0213303,
S_290390001,Site,,ELDOSPGS,RWS,KNOTS,4.171831132844677,37.87697989999999,-94.0213303,
S_290390001,Site,,ELDOSPGS,TEMP,C,13.659452608656018,37.87697989999999,-94.0213303,
S_290470003,Site,,Watkins Mill State P,OZONE,PPB,30.788794556062463,39.4054018,-94.26250955,
S_290470003,Site,,Watkins Mill State Park,OZONE_AQI,AQI,28.05199285102073,39.407419,-94.265142,good
S_290470005,Site,,LIBERTY,BARPR,MILLIBAR,983.105456261761,38.9714784,-95.2356564,
S_290470005,Site,,LIBERTY,OZONE,PPB,29.907753351147008,39.1372672,-94.8060227,
S_290470005,Site,,LIBERTY,OZONE_AQI,AQI,27.219106431632675,39.303056,-94.376389,good
S_290470005,Site,,LIBERTY,PM2.5,UG/M3,6.087713533020747,38.9714784,-95.2356564,
S_290470005,Site,,LIBERTY,PM25,UG/M3,6.087818072201373,39.303056,-94.376389,
S_290470005,Site,,LIBERTY,PM25_AQI,AQI,24.746763117218777,39.303056,-94.376389,good
S_290470005,Site,,LIBERTY,RHUM,PERCENT,75.2570716216538,38.9714784,-95.2356564,
S_290470005,Site,,LIBERTY,SRAD,WATTS/M2,170.7344030168401,38.9714784,-95.2356564,
S_290470005,Site,,LIBERTY,TEMP,C,12.79557382798936,38.9714784,-95.2356564,
S_290470006,Site,,Rocky Creek,OZONE,PPB,31.532197273893537,39.33188,-94.5806,
S_290470006,Site,,Rocky Creek,OZONE_AQI,AQI,28.734771785574186,39.33188,-94.5806,good
S_290490001,Site,,Trimble,OZONE,PPB,31.77840363285226,39.7083494,-89.34657215,
S_290490001,Site,,Trimble,OZONE_AQI,AQI,28.76878518861184,39.5306,-94.556,good
S_290770036,Site,,Hillcrest HS,BARPR,MILLIBAR,974.1313132474132,40.7091229,-73.80232889999999,
S_290770036,Site,,Hillcrest HS,OZONE,PPB,28.24014996318984,38.98259595,-83.55101044999999,
S_290770036,Site,,Hillcrest HS,OZONE_AQI,AQI,25.63843030255548,37.256069,-93.299692,good
S_290770036,Site,,Hillcrest HS,PM10,UG/M3,13.658189125113909,38.98259595,-83.55101044999999,
S_290770036,Site,,Hillcrest HS,PM10_AQI,AQI,12.21510995694657,37.256069,-93.299692,good
S_290770036,Site,,Hillcrest HS,PM2.5,UG/M3,7.49451274728379,40.7091229,-73.80232889999999,
S_290770036,Site,,Hillcrest HS,PM25,UG/M3,7.494459909119539,37.256069,-93.299692,
S_290770036,Site,,Hillcrest HS,PM25_AQI,AQI,29.703545294676665,37.256069,-93.299692,good
S_290770036,Site,,Hillcrest HS,RHUM,PERCENT,68.34829395463366,40.7091229,-73.80232889999999,
S_290770036,Site,,Hillcrest HS,TEMP,C,14.167808133355644,40.7091229,-73.80232889999999,
S_290770042,Site,,Fellows Lake,OZONE,PPB,30.06204700732561,37.3167119,-93.20689955,
S_290770042,Site,,Fellows Lake,OZONE_AQI,AQI,27.353366426282708,37.319444,-93.204444,good
S_290930034,Site,,Buick NE,BARPR,MILLIBAR,966.2205236590216,39.773866,-86.0337495,
S_290930034,Site,,Buick NE,RHUM,PERCENT,75.0069003720586,39.773866,-86.0337495,
S_290930034,Site,,Buick NE,RWD,DEGREES,199.097168696794,39.773866,-86.0337495,
S_290930034,Site,,Buick NE,RWS,KNOTS,3.8288446512223686,39.773866,-86.0337495,
S_290930034,Site,,Buick NE,SO2,PPB,1.598017141081219,38.713004,-88.57513975,
S_290930034,Site,,Buick NE,TEMP,C,13.103884467736366,39.773866,-86.0337495,
S_290950018,Site,,Front Street,PM10,UG/M3,32.01299691527888,39.895324,-84.08847795,
S_290950018,Site,,Front Street,PM10_AQI,AQI,28.485448301401,39.13198,-94.53128,good
S_290950034,Site,,Troost,BARPR,MILLIBAR,969.08433942439,39.0704766,-94.5713228,
S_290950034,Site,,Troost,NO,PPB,4.806924050866876,39.0704766,-94.5713228,
S_290950034,Site,,Troost,NO2,PPB,10.354634753874093,39.0875633,-94.5709364,
S_290950034,Site,,Troost,NO2_AQI,AQI,9.364953072439391,39.10465,-94.57055,good
S_290950034,Site,,Troost,NOX,PPB,15.197057178549384,39.0704766,-94.5713228,
S_290950034,Site,,Troost,PM10,UG/M3,25.637802315632783,39.0875633,-94.5709364,
S_290950034,Site,,Troost,PM10_AQI,AQI,23.57818714089401,39.10465,-94.57055,good
S_290950034,Site,,Troost,PM2.5,UG/M3,6.501050851344355,39.0704766,-94.5713228,
S_290950034,Site,,Troost,PM25,UG/M3,6.501061144493235,39.10465,-94.57055,
S_290950034,Site,,Troost,PM25_AQI,AQI,26.315991319152072,39.10465,-94.57055,good
S_290950034,Site,,Troost,RHUM,PERCENT,59.54756428469392,39.0704766,-94.5713228,
S_290950034,Site,,Troost,SO2,PPB,1.2665321083843175,39.0875633,-94.5709364,
S_290950034,Site,,Troost,TEMP,C,14.165583733590834,39.0704766,-94.5713228,
S_290950042,Site,,Blue Ridge I-70,BARPR,MILLIBAR,981.9192897377316,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,CO,PPM,0.2668017010612013,39.05040625,-94.4624723,
S_290950042,Site,,Blue Ridge I-70,NO,PPB,6.496631782597081,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,NO2,PPB,9.577092327246042,39.05040625,-94.4624723,
S_290950042,Site,,Blue Ridge I-70,NO2_AQI,AQI,8.625432826948055,39.047911,-94.450513,good
S_290950042,Site,,Blue Ridge I-70,NOX,PPB,16.022855406325903,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,PM2.5,UG/M3,7.377933957009639,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,PM25,UG/M3,7.377415136558754,39.047911,-94.450513,
S_290950042,Site,,Blue Ridge I-70,PM25_AQI,AQI,29.869960404627022,39.047911,-94.450513,good
S_290950042,Site,,Blue Ridge I-70,PRECIP,MM,0.1088049554012036,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,RHUM,PERCENT,67.02735690446507,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,RWD,DEGREES,179.98812756901816,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,RWS,KNOTS,3.060246129059243,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,SRAD,WATTS/M2,164.5725762205303,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,TEMP,C,13.837708039981225,39.0529015,-94.4744316,
S_290950042,Site,,Blue Ridge I-70,UV-AETH,UG/M3,0.8311792008155212,39.0529015,-94.4744316,
S_290970003,Site,,CARTHAGE,PM10,UG/M3,22.859307260229254,37.03040265,-41.9920353,
S_290970003,Site,,CARTHAGE,PM10_AQI,AQI,19.506086205061507,37.19822,-94.31702,good
S_290970003,Site,,CARTHAGE,RWD,DEGREES,166.4374922297652,36.8625853,10.3329494,
S_290970003,Site,,CARTHAGE,RWS,KNOTS,1.901748203630724,36.8625853,10.3329494,
S_290970004,Site,,ALBA,OZONE,PPB,30.58486010930787,37.2384447,-94.42106445,
S_290970004,Site,,ALBA,OZONE_AQI,AQI,27.45488197863899,37.2385,-94.42468,good
S_290990019,Site,,ARNOLD WEST,BARPR,MILLIBAR,990.002762849286,40.6850788,-73.3470137,
S_290990019,Site,,ARNOLD WEST,OZONE,PPB,29.65603884340297,39.5668299,-81.87272485,
S_290990019,Site,,ARNOLD WEST,OZONE_AQI,AQI,27.0762923293866,38.448581,-90.398436,good
S_290990019,Site,,ARNOLD WEST,PM10,UG/M3,13.77127133396622,39.5668299,-81.87272485,
S_290990019,Site,,ARNOLD WEST,PM10_AQI,AQI,12.306618397281484,38.448581,-90.398436,good
S_290990019,Site,,ARNOLD WEST,PM2.5,UG/M3,7.752722615670327,40.6850788,-73.3470137,
S_290990019,Site,,ARNOLD WEST,PM25,UG/M3,7.752837755160467,38.448581,-90.398436,
S_290990019,Site,,ARNOLD WEST,PM25_AQI,AQI,30.78095219564408,38.448581,-90.398436,good
S_290990019,Site,,ARNOLD WEST,RHUM,PERCENT,67.42175684751072,40.6850788,-73.3470137,
S_290990019,Site,,ARNOLD WEST,RWD,DEGREES,201.2030968888048,40.6850788,-73.3470137,
S_290990019,Site,,ARNOLD WEST,RWS,KNOTS,3.1120203701968343,40.6850788,-73.3470137,
S_290990019,Site,,ARNOLD WEST,TEMP,C,14.832739302271868,40.6850788,-73.3470137,
S_290990027,Site,,"Herculaneum, Mott St",BARPR,MILLIBAR,1002.2685392398448,38.2644599,-90.3799055,
S_290990027,Site,,"Herculaneum, Mott St",RHUM,PERCENT,82.29488633939239,38.2644599,-90.3799055,
S_290990027,Site,,"Herculaneum, Mott St",RWD,DEGREES,197.47148265422027,38.2644599,-90.3799055,
S_290990027,Site,,"Herculaneum, Mott St",RWS,KNOTS,2.28472034327689,38.2644599,-90.3799055,
S_290990027,Site,,"Herculaneum, Mott St",SO2,PPB,0.7064463983402448,38.26392695,-90.37978625,
S_290990027,Site,,"Herculaneum, Mott St",TEMP,C,13.7508830698498,38.2644599,-90.3799055,
S_291130004,Site,,Foley West,OZONE,PPB,31.417574327973565,38.3560896,-94.11862495,
S_291130004,Site,,Foley West,OZONE_AQI,AQI,28.70866332626698,39.045857,-90.849189,good
S_291370001,Site,,MTSP,NO,PPB,0.5393389512609207,43.661717,-79.382852,
S_291370001,Site,,MTSP,NO2,PPB,1.782908117473222,41.5684085,-85.585921,
S_291370001,Site,,MTSP,NO2_AQI,AQI,1.2983773581267153,39.4751,-91.78899,good
S_291370001,Site,,MTSP,NOX,PPB,2.290051822675511,43.661717,-79.382852,
S_291370001,Site,,MTSP,OZONE,PPB,27.766590960395387,41.5684085,-85.585921,
S_291370001,Site,,MTSP,OZONE_AQI,AQI,25.28423671718832,39.4751,-91.78899,good
S_291370001,Site,,MTSP,PM10,UG/M3,11.506997488210928,41.5684085,-85.585921,
S_291370001,Site,,MTSP,PM10_AQI,AQI,10.288952910693794,39.4751,-91.78899,good
S_291370001,Site,,MTSP,RWD,DEGREES,181.8534947637384,43.661717,-79.382852,
S_291370001,Site,,MTSP,RWS,KNOTS,3.560687971341725,43.661717,-79.382852,
S_291370001,Site,,MTSP,SO2,PPB,1.0442314636574437,41.5684085,-85.585921,
S_291570001,Site,,Farrar,OZONE,PPB,30.55447628205518,38.448317,-93.12474975,
S_291570001,Site,,Farrar,OZONE_AQI,AQI,27.85961383866824,37.70264,-89.69864,good
S_291831002,Site,,WEST ALTON,OZONE,PPB,29.29961629797271,38.86877435,-90.22449995,
S_291831002,Site,,WEST ALTON,OZONE_AQI,AQI,26.920502571295,38.8725,-90.226389,good
S_291831002,Site,,WEST ALTON,RHUM,PERCENT,72.16672544288014,38.8650487,-90.2226109,
S_291831002,Site,,WEST ALTON,RWD,DEGREES,187.38900074602768,38.8650487,-90.2226109,
S_291831002,Site,,WEST ALTON,RWS,KNOTS,5.271932312740254,38.8650487,-90.2226109,
S_291831002,Site,,WEST ALTON,SRAD,WATTS/M2,173.00349537593505,38.8650487,-90.2226109,
S_291831002,Site,,WEST ALTON,TEMP,C,15.354333704133929,38.8650487,-90.2226109,
S_291831004,Site,,Orchard Farm,OZONE,PPB,28.65546502610867,38.88943125,-90.4484071,
S_291831004,Site,,Orchard Farm,OZONE_AQI,AQI,26.166324036042653,38.8994,-90.44917,good
S_291860005,Site,,BONTERRE,OZONE,PPB,29.79039392239985,37.911973450000005,-90.48964195,
S_291860005,Site,,BONTERRE,OZONE_AQI,AQI,27.00448502000571,37.90084,-90.42388,good
S_291860005,Site,,BONTERRE,SRAD,WATTS/M2,163.09860868026504,37.9231069,-90.5554039,
S_291890005,Site,,Pacific,OZONE,PPB,25.610085664895912,14.8535025,-107.6068615,
S_291890005,Site,,Pacific,OZONE_AQI,AQI,23.281651524214176,38.4902,-90.7052,good
S_291890014,Site,,Maryland Heights,OZONE,PPB,32.097050134686874,38.71200365,-90.45287005,
S_291890014,Site,,Maryland Heights,OZONE_AQI,AQI,29.60186816699352,38.7109,-90.4759,good
S_291890016,Site,,Rider Trail I-70,NO,PPB,6.681908047174307,39.113975,-94.6164212,
S_291890016,Site,,Rider Trail I-70,NO2,PPB,9.04326357097658,38.9333075,-92.5326306,
S_291890016,Site,,Rider Trail I-70,NO2_AQI,AQI,8.116019694035119,38.75264,-90.44884,good
S_291890016,Site,,Rider Trail I-70,NOX,PPB,15.698193501986236,39.113975,-94.6164212,
S_291890016,Site,,Rider Trail I-70,PRECIP,MM,0.1262251984126984,39.113975,-94.6164212,
