Unique_ID,label,prediction
ZC_61630,25.74929428100586,28.238483428955078
ZC_92698,35.40256881713867,29.641796112060547
S_240170010,25.652301788330078,29.119674682617188
C_Sheboygan,33.797733306884766,29.159290313720703
ZC_7009,23.944889068603516,26.28966522216797
ZC_75068,30.384599685668945,26.21912956237793
ZC_75216,28.564178466796875,26.75973129272461
S_060750005,25.479867935180664,26.266420364379883
ZC_65607,31.34111213684082,24.09003448486328
ZC_47142,25.772560119628906,26.61271095275879
S_060610004,36.674095153808594,26.64356231689453
ZC_98230,23.66543197631836,27.519824981689453
ZC_92308,39.298248291015625,35.92906188964844
ZC_35203,25.449186325073242,25.33854866027832
ZC_6098,35.497772216796875,27.97653579711914
S_061070009,41.3548698425293,31.103187561035156
ZC_29101,27.753814697265625,24.77608871459961
ZC_44224,27.604167938232422,26.76055908203125
ZC_40176,25.772560119628906,26.525924682617188
ZC_8738,29.366167068481445,28.725910186767578
ZC_48825,27.897693634033203,27.113309860229492
ZC_22303,28.17561912536621,26.839431762695312
ZC_55935,29.552410125732422,29.84701156616211
ZC_49011,30.2120304107666,28.463777542114258
S_132450091,24.66217613220215,26.367969512939453
ZC_40150,24.35745620727539,25.781902313232422
ZC_75704,27.217435836791992,27.517635345458984
ZC_32953,32.04530334472656,27.093177795410156
ZC_12762,25.37258529663086,25.738380432128906
ZC_8248,28.329641342163086,30.211227416992188
ZC_20841,24.606279373168945,25.499818801879883
ZC_28590,28.94175910949707,27.099573135375977
ZC_27323,28.6778564453125,28.330209732055664
C_Casper,36.87796401977539,33.124481201171875
ZC_64147,31.785303115844727,29.08095932006836
ZC_33701,27.642929077148438,26.908235549926758
ZC_37416,29.427040100097656,27.557270050048828
ZC_67202,28.738157272338867,27.208681106567383
S_340170006,23.712730407714844,28.01333999633789
ZC_35040,24.238067626953125,26.05227279663086
ZC_13212,28.065494537353516,29.577665328979492
S_120110034,24.80661964416504,25.658597946166992
ZC_21757,27.06146812438965,26.084293365478516
ZC_95659,26.1823673248291,26.090818405151367
S_260770008,30.2120304107666,26.97678565979004
ZC_95626,28.214181900024414,24.531532287597656
ZC_77033,23.504968643188477,24.615196228027344
ZC_49053,30.2120304107666,28.845073699951172
ZC_8029,26.400386810302734,27.40484619140625
ZC_28744,21.25721549987793,25.67938232421875
ZC_62512,31.84913444519043,30.683931350708008
ZC_93003,27.190946578979492,23.661209106445312
C_Truro,33.81783676147461,31.263681411743164
S_240290002,30.00836944580078,28.873273849487305
ZC_5091,25.01410484313965,28.11309814453125
ZC_40046,29.749244689941406,28.536724090576172
ZC_16055,26.981569290161133,27.47323989868164
ZC_49013,32.190311431884766,29.568233489990234
ZC_7719,31.033336639404297,28.99165916442871
ZC_21539,31.58812141418457,30.085376739501953
ZC_12745,25.37258529663086,24.881702423095703
C_Uxbridge,26.08310890197754,31.383724212646484
ZC_16025,27.573822021484375,26.978832244873047
ZC_15729,33.193050384521484,27.118431091308594
ZC_94061,21.6287784576416,22.78662872314453
ZC_39157,25.462186813354492,23.8013858795166
ZC_22026,28.17561912536621,26.78356170654297
ZC_8884,26.25476837158203,26.521770477294922
ZC_21921,29.957094192504883,28.084585189819336
ZC_48128,26.7576961517334,27.89214324951172
ZC_27619,26.197723388671875,27.31952667236328
ZC_45054,31.00492286682129,30.950408935546875
ZC_6105,26.22991371154785,24.37548828125
ZC_21650,30.00836944580078,29.178077697753906
S_120094001,32.04530334472656,29.639503479003906
ZC_4530,25.330509185791016,27.36068344116211
S_000053701,29.816255569458008,30.39224624633789
ZC_45152,31.00492286682129,32.91265869140625
ZC_68116,24.687788009643555,27.813627243041992
ZC_38672,26.13681411743164,26.765987396240234
ZC_60169,30.38353729248047,28.971397399902344
S_540030003,24.589672088623047,26.568008422851562
ZC_13778,28.065494537353516,29.08042335510254
S_270177417,29.846818923950195,29.445693969726562
ZC_90603,26.378887176513672,26.89243507385254
ZC_30292,24.95180320739746,24.14508628845215
ZC_22307,28.17561912536621,27.79819107055664
ZC_31217,23.50025177001953,23.029979705810547
ZC_66103,25.220911026000977,25.763687133789062
ZC_92838,26.02911376953125,26.58784294128418
ZC_1801,29.63190460205078,30.43509292602539
ZC_14884,30.63353157043457,31.246444702148438
ZC_5842,33.96881103515625,31.22459602355957
ZC_15234,25.632862091064453,28.043102264404297
ZC_21740,29.594207763671875,27.263195037841797
ZC_85338,25.918643951416016,24.332914352416992
S_150031004,21.040346145629883,23.938230514526367
S_800090171,30.242084503173828,33.24396896362305
ZC_71101,23.220699310302734,25.854896545410156
ZC_55901,29.552410125732422,28.095266342163086
ZC_47637,23.951147079467773,25.624711990356445
ZC_4624,32.334964752197266,32.74945831298828
S_550790085,32.00183868408203,29.77962875366211
ZC_81301,44.99915313720703,33.37486267089844
ZC_30297,26.558818817138672,24.532894134521484
ZC_1010,32.37749099731445,34.871360778808594
ZC_19807,28.06633186340332,27.73557472229004
C_Sloughhouse,29.272594451904297,26.910839080810547
C_Wichita,28.738157272338867,28.041488647460938
ZC_2766,28.452857971191406,30.01040267944336
ZC_4464,26.877824783325195,31.291305541992188
ZC_49847,31.719661712646484,29.65795135498047
ZC_7080,26.25476837158203,26.521224975585938
S_260050003,31.480859756469727,30.33860969543457
ZC_10606,26.23853874206543,24.84432601928711
ZC_49287,30.706912994384766,29.582569122314453
ZC_5858,33.96881103515625,32.52855682373047
ZC_93043,27.190946578979492,25.853511810302734
ZC_78254,27.2735595703125,28.734769821166992
S_550410007,31.97487449645996,29.90201759338379
S_420750100,18.99723243713379,24.748979568481445
ZC_8319,28.329641342163086,28.710281372070312
ZC_32815,32.04530334472656,29.03042984008789
ZC_2066,28.452857971191406,29.488693237304688
ZC_48150,26.7576961517334,24.99032211303711
S_060670012,16.680419921875,24.495622634887695
ZC_19512,22.474271774291992,28.996004104614258
S_320037772,42.108638763427734,37.17699432373047
C_Farrar,30.554475784301758,31.09035301208496
ZC_20838,27.06146812438965,25.519439697265625
ZC_55382,28.93490982055664,29.859535217285156
ZC_21658,30.135560989379883,26.0723934173584
ZC_62275,30.924060821533203,29.543407440185547
ZC_22042,28.17561912536621,26.152822494506836
ZC_25339,23.01175880432129,23.172151565551758
ZC_7442,32.755924224853516,26.16640853881836
ZC_75453,24.950923919677734,25.085920333862305
S_560391011,40.45222091674805,35.065589904785156
ZC_5868,33.96881103515625,30.69186782836914
ZC_8510,31.033336639404297,24.34441375732422
ZC_22152,28.17561912536621,26.964759826660156
ZC_85249,28.478471755981445,26.911285400390625
ZC_20762,24.45155906677246,25.22250747680664
ZC_66221,26.748830795288086,27.422039031982422
ZC_3465,22.902965545654297,29.20547103881836
ZC_5143,25.01410484313965,29.564697265625
ZC_91331,35.31449508666992,34.8045768737793
ZC_77041,23.43245506286621,24.041288375854492
C_Londonderry,28.969058990478516,29.215255737304688
ZC_48150,26.7576961517334,25.105854034423828
ZC_45052,25.575876235961914,24.208772659301758
ZC_48003,31.21087646484375,30.870941162109375
ZC_91785,33.03861618041992,30.685638427734375
ZC_27233,27.48970603942871,27.957977294921875
ZC_82717,34.64436721801758,35.636375427246094
ZC_1245,26.600547790527344,33.287635803222656
ZC_7723,31.033336639404297,29.442171096801758
S_080450012,31.61545181274414,32.890235900878906
ZC_95703,37.12725067138672,31.488018035888672
ZC_48346,29.944244384765625,29.622304916381836
ZC_49455,31.974750518798828,29.264007568359375
ZC_8234,28.329641342163086,25.705440521240234
ZC_32903,32.04530334472656,29.365158081054688
ZC_8525,26.199913024902344,27.174198150634766
ZC_30141,28.010828018188477,24.744571685791016
ZC_7442,32.755924224853516,25.612747192382812
ZC_92674,35.40256881713867,29.18712615966797
ZC_30179,28.010828018188477,23.803672790527344
ZC_89523,23.42178726196289,26.807424545288086
ZC_12833,29.580778121948242,27.300859451293945
ZC_29135,18.491931915283203,22.417055130004883
ZC_61874,31.84913444519043,29.132373809814453
ZC_61250,31.44478988647461,29.782325744628906
ZC_13687,24.933332443237305,28.97517204284668
ZC_39563,30.366100311279297,29.69439125061035
ZC_43112,33.51564025878906,31.24593734741211
ZC_17774,26.2072696685791,26.671146392822266
ZC_48370,30.070890426635742,28.952720642089844
ZC_7435,32.755924224853516,30.343469619750977
ZC_49650,31.87893295288086,28.10041046142578
ZC_37064,31.643901824951172,28.75430679321289
ZC_76052,29.54716682434082,28.718730926513672
ZC_55974,29.552410125732422,30.12961196899414
ZC_94925,22.3919620513916,23.228248596191406
ZC_16030,27.573822021484375,26.77326202392578
ZC_72207,23.698535919189453,25.595905303955078
S_401130226,28.719566345214844,27.118846893310547
S_261050007,31.974750518798828,30.1033935546875
ZC_91788,29.848731994628906,31.810508728027344
S_020680003,32.065765380859375,30.156362533569336
ZC_16373,27.573822021484375,28.391815185546875
ZC_32460,22.70240592956543,24.54044532775879
ZC_75428,24.950923919677734,25.331851959228516
ZC_10567,26.39717674255371,27.77623748779297
ZC_5062,25.01410484313965,24.752296447753906
ZC_21093,27.678096771240234,25.854393005371094
ZC_66224,26.748830795288086,26.569377899169922
S_390250022,30.54796600341797,30.46475601196289
S_220550007,26.13566017150879,22.617433547973633
ZC_55814,28.527542114257812,27.808107376098633
ZC_45228,26.857805252075195,27.196805953979492
ZC_30331,26.558818817138672,23.856456756591797
S_100051003,31.324899673461914,27.9471435546875
ZC_25323,23.01175880432129,22.882661819458008
ZC_7850,31.269521713256836,32.97286605834961
ZC_35205,25.449186325073242,24.342405319213867
S_482450009,25.20137596130371,26.435043334960938
ZC_75142,26.703500747680664,28.796417236328125
ZC_18059,26.594966888427734,27.308509826660156
ZC_77480,24.418975830078125,25.92391586303711
ZC_3777,23.914806365966797,27.509857177734375
ZC_15475,24.73284339904785,24.738571166992188
ZC_25025,23.01175880432129,23.54595184326172
ZC_37216,25.486534118652344,24.937559127807617
ZC_16059,25.632862091064453,26.651872634887695
ZC_20670,28.030235290527344,25.757631301879883
ZC_29639,26.239259719848633,27.150848388671875
ZC_14136,32.807640075683594,29.245615005493164
S_481410055,27.511545181274414,30.79624366760254
ZC_45346,26.919269561767578,29.13471794128418
ZC_18974,26.888795852661133,28.547412872314453
ZC_12428,25.37258529663086,28.171039581298828
ZC_60102,30.38353729248047,28.509153366088867
ZC_8008,29.366167068481445,28.440773010253906
ZC_92128,30.29751968383789,26.24100112915039
ZC_21082,27.678096771240234,28.154285430908203
ZC_76015,26.42821502685547,24.871475219726562
ZC_12433,25.37258529663086,26.667146682739258
ZC_20877,24.606279373168945,26.37177276611328
C_Central Orange-2,26.378887176513672,23.572986602783203
ZC_12189,27.569244384765625,26.115392684936523
ZC_14478,30.938833236694336,28.953189849853516
ZC_16646,24.087984085083008,26.60118865966797
ZC_56511,30.404600143432617,30.297260284423828
ZC_92602,35.40256881713867,28.55042839050293
ZC_34224,24.691091537475586,27.28271484375
ZC_49668,29.549646377563477,28.94092559814453
ZC_23231,25.56943702697754,25.46382713317871
ZC_13865,33.71881103515625,26.047115325927734
ZC_77071,24.944318771362305,27.128299713134766
ZC_49316,29.32499122619629,28.30219841003418
ZC_48855,29.613250732421875,29.0377197265625
ZC_40061,24.35745620727539,28.3760986328125
ZC_17566,26.27050018310547,27.923900604248047
ZC_23075,25.56943702697754,25.58475112915039
ZC_7424,32.755924224853516,28.679798126220703
ZC_87111,32.819190979003906,29.772659301757812
ZC_13797,33.71881103515625,28.46041488647461
S_483739991,23.615276336669922,25.529464721679688
ZC_29727,27.753814697265625,25.587482452392578
ZC_90060,22.406633377075195,23.949146270751953
S_482010062,21.920812606811523,23.15345001220703
ZC_33460,26.685205459594727,27.749784469604492
S_181230009,27.634349822998047,27.378562927246094
ZC_91003,31.696969985961914,32.75664520263672
ZC_91788,29.848731994628906,31.600292205810547
ZC_91609,35.31449508666992,29.441436767578125
ZC_13865,33.71881103515625,25.666831970214844
ZC_46404,23.840497970581055,26.04116439819336
ZC_47137,25.772560119628906,26.784650802612305
ZC_75701,27.217435836791992,27.50330352783203
ZC_62539,31.84913444519043,30.430328369140625
ZC_20662,28.17561912536621,25.804569244384766
ZC_68139,24.687788009643555,25.539127349853516
ZC_2825,27.308311462402344,29.35747528076172
ZC_71101,23.220699310302734,25.31284523010254
ZC_68145,24.687788009643555,25.71556854248047
ZC_15637,26.54293441772461,25.762311935424805
ZC_70802,22.931991577148438,24.049182891845703
ZC_43219,29.780258178710938,27.052743911743164
ZC_78027,27.138629913330078,29.520618438720703
S_132611001,24.962562561035156,26.366762161254883
ZC_75672,19.821195602416992,23.8424072265625
ZC_33825,24.1341609954834,26.608713150024414
ZC_4627,32.334964752197266,30.794328689575195
ZC_48878,27.897693634033203,28.86898422241211
C_Williston,36.44770812988281,30.99782371520996
ZC_12495,25.37258529663086,26.793563842773438
ZC_94306,21.6287784576416,25.51958465576172
ZC_61523,32.008270263671875,27.40836524963379
ZC_22026,28.17561912536621,26.36725616455078
ZC_47120,21.80052947998047,28.699277877807617
ZC_6340,34.44332504272461,30.221088409423828
C_Houghton Lake,29.549646377563477,31.57052993774414
ZC_16860,26.459135055541992,27.000652313232422
ZC_15438,24.73284339904785,25.940799713134766
