uid,lat,lon,name,aqi
5074,46.586916666666,0.35858333333316,"Poitiers Couronn., PoitouCharentes, France",26
3083,48.3545,2.64536,"Zone Rurale Sud-est - Foret De Fontainebleau, Paris",27
3105,48.9908,2.44461,"Gonesse, Paris",55
4605,48.445531986579,0.11083352824316,"Alençon Météo-France, France",24
10945,49.502753080577,0.23248622305852,"Gonfreville L Orcher - Parc De La Mairie, Le Havre, France",2
6575,47.08251,2.40528,"Leblanc, Bourges, France",25
11944,48.200436,3.2773,"Sens, France",-
3096,48.3635,2.23539,"Zone Rurale Sud - Bois Herpin, Paris",22
3102,48.8408,2.4844,"Nogent-sur-marne, Paris",20
10087,49.434164319762,1.0670528313112,"Le Petit-Quevilly SUD3 Trafic, Rouen, France",8
10086,49.493354740119,0.5718525820939,"Notre Dame De Gravenchon - Pasteur, Le Havre, France",9
6583,47.59454,1.3029,"Nord, Blois, France",29
3086,48.8686,2.31166,"Avenue Des Champs Elysees, Paris",50
5168,49.868888888889,2.2398055555558,"Salouel, Picardie, France",-
10065,46.56198,3.34064,"Moulins Centre, Auvergne, France",24
5722,48.856614,2.3522219,Paris,50
3085,48.9302,2.29421,"Gennevilliers, Paris",39
3089,48.8733,2.32957,"Boulevard Haussmann, Paris",50
3100,48.9022,2.3907,"Route Nationale 2 - Pantin, Paris",57
12762,48.6337,1.83043,"Rambouillet, Paris",60
5171,49.259552777778,2.4743972222222,"Faiencerie Creil, Picardie, France",53
11946,47.800575,3.576189,"Auxerre, France",-
11951,46.821056,4.835083,"Champforgueil, France",-
6357,48.775703301866,5.1629927806059,"Bar-le-Duc-Centre, France",20
6390,47.619788,6.15428,"Vesoul, France",-
7754,49.158297256832,6.7317572318341,"L'Hôpital Mairie, Pays Naborien, France",-
7750,49.10746305441,6.1226293442027,"Scy-Chazelles, Metz-Ouest, France",25
7751,49.394291908874,6.2014734675108,"Garche, Thionville-Nord, France",22
6384,48.172647505072,6.4528136436438,"Epinal, Vallée de la Moyenne Moselle, France",42
6375,49.125074854377,6.1812166446293,"Pont des Grilles, Metz - D603, France",34
11954,47.31546,5.040202,"Dijon-Transvaal, France",-
6382,48.886372969932,6.0936666718232,"Atton, Vallée de la Moselle, France",5
6383,48.884576174298,6.05127912203,"Blénod-lès-Pont-à-Mousson, Vallée de la Moselle, France",12
6359,49.119682835312,6.1809260402679,"Récollets, Metz-Centre, France",25
8267,49.505279540054,5.9766750302113,"alzette, Esch, Luxembourg",34
3058,46.195793667548,6.240596278778,"Annemasse, France",28
3063,46.072356553098,5.820804563356,"Saint-Germain-Sur-Rhone, France",12
7748,47.352683,6.361762,"Baume-les-Dames, France",-
3821,48.59043,7.744983,"Clemenceau, Strasbourg, Alsace, France",22
8268,49.59832999994,6.1380579998241,"Luxembourg-bonnevoie, Luxembourg",19
3818,48.610363,7.781631,"Nord, Strasbourg, Alsace, France",22
7752,49.195485805345,6.9573562390885,"Spicheren, Forbach-Est, France",46
6377,49.065875132799,5.7855296732897,"Jonville, Plaine de Woëvre, France",34
6369,49.358254030411,6.1569656018438,"Thionville-Centre, France",-
7663,49.187485535042,6.9107568649741,"Forbach-Centre, France",46
6364,48.697070689394,6.1541741770884,"Avenue de la Libérati, Nancy-D400, France",20
7758,49.130376120617,6.1658694743829,"Metz A31, France",25
3012,49.71928119003,5.6303977411533,"Habay-la-neuve, Belgium",34
3823,47.757435,7.347294,"Nord, Mulhouse, Alsace, France",21
2694,46.813055555556,6.9444444444444,"Payerne, Switzerland",32
6156,48.001516666677,7.8321194447411,"Freiburg, Germany",26
3820,48.575985,7.727478,"A35, Strasbourg, Alsace, France",24
6807,49.224402777777,4.0205305555555,"Jean d'Aulan, Reims, Champagne Ardenne, France",53
6805,49.282197222222,4.0509694444444,"Bétheny, Reims, Champagne Ardenne, France",16
6171,47.809930555556,7.7644972218408,"Schwarzwald-Süd, Germany",29
6385,48.564214120924,6.1256700759726,"Frolois, Vallée du Madon, France",21
6358,49.22027819869,6.9260836241973,"Schoeneck, Forbach-Nord, France",15
11949,47.27476,4.099476,"Morvan, France",-
7662,49.337451459193,6.082174732937,"Marspich, Vallée de la Fensch, France",7
11950,46.78231,4.847322,"Chalon Centre Ville, France",-
6386,47.64067,6.85928,"Belfort Octroi, France",-
6376,49.165688581703,6.7168876398551,"Carling, Pays Naborien, France",13
6363,48.688138605689,6.190433846942,"Charles III, Nancy-Centre, France",21
6146,49.7528491,6.6459048,"Trier-Ostallee, Germany",12
3824,47.737415,7.309075,"Sud, Mulhouse, Alsace, France",19
6389,47.5265765,6.7835011,"Montbéliard Centre, France",-
6367,48.914981071627,6.0586575446101,"Pont-à-Mousson-Centre, France",25
6811,48.295,4.0503388888889,"Sainte-Savine, Troyes, Champagne Ardenne, France",21
6810,48.3018,4.0771888888889,"La Tour, Troyes, Champagne Ardenne, France",22
6804,49.9078,4.6299111111112,"Revin, Champagne Ardenne, France",22
2691,47.311944444444,7.8205555555556,"Harkingen A1, Switzerland",26
6387,47.2476193,6.0156502,"Besançon Prévoyance, France",-
6162,48.578177777396,7.802272222307,"Kehl, Germany",26
7749,48.658620767453,6.1261173460809,"Villers les Nancy, France",-
6808,48.9623,4.3600305555554,"Châlons-en-Champagne, Champagne Ardenne, France",18
6360,49.110146581092,6.2232436317419,"Borny, Metz-Est, France",25
6149,49.4161821,7.3048053,"Westpfalz-Dunzweiler, Germany",-
6381,49.324774555399,6.0764659977509,"Hayange, Vallée de la Fensch, France",-
11947,46.678783,4.366893,"Montceau-les-Mines, France",-
6374,48.584835277494,6.4835814681773,"Rue Saint-Maur, Lunéville-D31, France",42
6366,48.614885572884,6.107647622619,"Neuves-Maisons, Nancy-Sud, France",21
6139,49.2925,7.8516667,"Pfälzerwald-Hortenkopf, Germany",1
6370,49.368599666968,6.1609503715961,"La Malgrange, Thionville-Nord, France",5
2692,46.220277777778,7.3419444444444,"Sion Aeroport A9, Switzerland",25
2700,46.5475,7.985,"Jungfraujoch, Switzerland",22
6368,49.118805948176,7.0832588345973,"Sarreguemines-Centre, France",46
6373,48.694835327539,6.9651731255341,"Héming, Deux Sarres, France",42
11943,46.316174,4.839994,"Macon Paul Bert, France",-
11955,47.325745,5.041056,"Tremouille, France",-
6813,49.7451,4.7192194444443,"Charleville-Mézières, Champagne Ardenne, France",23
6806,49.2507,4.0230805555557,"Doumer, Reims, Champagne Ardenne, France",34
11230,47.747684,7.321364,"Briand, Mulhouse, Alsace, France",19
2697,47.049444444444,6.9791666666667,"Chaumont, Switzerland",30
6148,49.741035,7.193486,"Hunsrück-Leisel, Germany",3
3045,46.211678626461,5.226506120842,"Bourg En Bresse, France",25
6372,49.167777994812,5.3874604528642,"Av. Miribel, Belleville-sur-Meuse - D603, France",24
6812,48.6458,4.9659611111108,"Saint-Dizier, Champagne Ardenne, France",38
3011,49.877128493488,5.2023874673046,"Offagne, Belgium",21
3826,47.594913,7.568175,"C.C. 3 Frontières, Alsace, France",9
6371,48.193944077066,5.9374851115738,"Vittel, Basses Vosges, France",-
3079,46.041268534811,4.074659314085,"Roanne, France",22
6391,47.09534,5.49081,"Dole, France",-
6388,46.671361,5.550796,"Lons-le-Saunier, France",-
6392,47.29717,6.834709,"Montandon, France",-
3822,48.074642,7.350667,"Centre, Colmar, Alsace, France",5
10838,49.1978828,7.6052881,"Pirmasens-Innenstadt, Germany",6
8266,49.722499850033,6.3052806898252,"Beidweiler, Luxembourg",19
11948,46.802376,4.417486,"Le Creusot Molette, France",-
6394,47.146155,5.551039,"Chatenois, France",-
11953,47.30737,5.065881,"Pejoces, France",-
3061,46.193654,6.214178,"Gaillard, France",27
6166,47.81905277782,7.5679138888253,"Neuenburg, Germany",29
11223,47.988833333121,7.8598861111535,"Freiburg Schwarzwaldstraße, Germany",26
6365,48.622868737545,6.1949151567245,"Fléville, Nancy-Sud, France",21
2687,46.951111111111,7.4408333333333,"Bern Bollwerk, Switzerland",26
2690,47.541111111111,7.5833333333333,"Basel Binningen, Switzerland",29
6177,47.588116666476,7.6330777782864,"Weil am Rhein, Germany",28
2688,46.521944444444,6.6397222222222,"Lausanne Cesar Roux, Switzerland",30
9134,46.16785664,9.87921169,"Sondrio via Paribelli, Lombardia, Italy",-
6153,48.773072222074,8.2202111111747,"Baden-Baden, Germany",23
9379,46.4834365,11.343158,"Via Claudia Augusta, Bolzano Alto Adige, Italy",40
2922,47.2626194,11.3923611,"Fallmerayerstraße Ecke Maximilianstrasse, Austria",15
2925,47.348774,11.692028,"A21, 100 m nach der Autobahnraststätte, Austria",5
6155,48.089852777587,9.7998722224765,"Biberach, Germany",22
6170,48.345775000254,9.2076333332062,"Schwäbische Alb, Germany",17
6174,48.507733333376,9.0511444444127,"Tübingen, Germany",22
6173,49.634619444476,9.6588277779685,"Tauberbischofsheim, Germany",26
2693,46.160277777778,8.9338888888889,"Magadino Cadenazzo, Switzerland",8
9375,46.5327419,11.2121567,"Plaza Adriano, Bolzano Alto Adige, Italy",1
9023,47.508150298795,8.7203729897032,"Winterthur Veltheim, Switzerland",15
6038,47.9732667,11.2196194,"Rothenfeld, Andechs, Germany",22
9572,48.3770478,10.8894009,"Bourges-Platz, Augsburg, Germany",21
6152,48.847911110984,10.096291667091,"Aalen, Germany",21
10837,49.4719156,8.424614,"Ludwigshafen-Mundenheim, Germany",10
9377,46.6177058,10.8589638,"Laces Latsch, Bolzano Alto Adige, Italy",27
4407,47.407033127138,9.3943378278476,"St.Gallen Stuelegg, Switzerland",25
6157,47.660077777439,9.4856333332592,"Friedrichshafen, Germany",32
6057,49.4725266,10.9843655,"Theresienstraße, Fürth, Germany",16
6159,49.419552777873,8.6766638893551,"Heidelberg, Germany",16
10853,49.870277777778,8.6544444444444,"Darmstadt-Hügelstraße, Germany",45
6345,49.076555555132,8.4066638888253,"Eggenstein, Germany",24
2931,47.27807,11.512497,"Parkplatz beim Sportplatz Untere Lend, Austria",3
6163,47.664361111323,9.1692888887723,"Konstanz, Germany",30
6154,48.678080555598,9.2276250002119,"Bernhausen, Germany",23
6167,48.889055555662,8.6654833337996,"Pforzheim, Germany",21
6059,49.3236541,11.0309498,"Angerstraße, Schwabach, Germany",15
2929,47.4285528,11.8718028,"Innweg, Innufer, Austria",23
6065,47.7258787,10.3067134,"Westendstraße, Kempten (Allgäu), Germany",-
11225,48.489333333439,9.2107861116197,"Reutlingen Lederstraße-Ost, Germany",26
2698,47.0675,8.4633333333333,"Rigi Seebodenalp, Switzerland",24
4392,47.42707887926,9.3739941835254,"St.Gallen Blumenbergplatz, Switzerland",16
11224,48.520230555534,9.0580194446776,"Tübingen Mühlstraße, Germany",30
6056,49.3042982,10.5742821,"Residenzstraße, Ansbach, Germany",16
10864,49.673333333333,9.0030555555556,"Michelstadt, Germany",53
9378,46.4990751,11.3418051,"Via Amba Alagi str., Bolzano Alto Adige, Italy",37
6054,49.9458022,11.581097,"Hohenzollernring, Bayreuth, Germany",5
6626,47.4475972,10.7441167,"Ennet der Ach (420 m von B179), Austria",3
10912,46.4271136,11.3372914,"Laives Leifers, Bolzano Alto Adige, Italy",35
4411,46.863314233888,9.5409212349625,"CHK, Switzerland",22
6161,49.028594444063,8.355647222201,"Karlsruhe-Nordwest, Germany",25
4406,47.438727425121,8.5701197998635,"Opfikon Balsberg, Switzerland",15
2924,47.4689167,11.958036,"Inntalautobahn, Austria",-
6044,48.1390293,11.5655578,"Stachus, München, Germany",27
6048,48.85424,11.77072,"Eining, Neustadt a.d.Donau, Germany",40
2695,47.479722222222,8.9047222222222,"Tanikon, Switzerland",20
11228,48.788113888635,9.1910055557887,"Stuttgart Am Neckartor, Germany",25
6058,49.4440155,11.0357855,"Von-der-Tann-Straße, Nürnberg, Germany",16
6178,49.300758333339,8.7000666666652,"Wiesloch, Germany",18
10866,49.826111111111,8.5169444444444,"Riedstadt, Germany",48
2689,46.011111111111,8.9572222222222,"Lugano Universita, Switzerland",13
9022,47.135564378856,9.5208931786365,"Vaduz Landesbibliothek, Switzerland",26
5769,47.3768866,8.541694,Zurich,10
6147,49.0520822,8.2527935,"Wörth-Marktplatz, Germany",11
6063,48.3649674,10.893749,"Königsplatz, Augsburg, Germany",21
6176,48.048655555513,8.4635999997457,"Villingen-Schwenningen, Germany",17
6053,49.8977123,10.8873264,"Löwenbrücke, Bamberg, Germany",16
11222,49.492563888762,8.4720388889313,"Mannheim Friedrichsring, Germany",19
10858,49.644166666667,8.6422222222222,"Heppenheim-Lehrstraße, Germany",53
10913,46.4736128,11.3262304,"Autostrada Sud km 103, BrennerLEC, Bolzano Alto Adige, Italy",43
6046,48.9071406,11.8908525,"Regensburger Straße, Kelheim, Germany",20
6051,49.4868046,11.7855875,"Lohe, Sulzbach-Rosenberg, Germany",-
11227,49.007958333227,8.3871888889207,"Karlsruhe Reinhold-Frank-Straße, Germany",25
6142,49.5200648,8.4012329,"Ludwigshafen-Oppau, Germany",7
6064,47.5154473,10.4057903,"Oberjoch, Bad Hindelang, Germany",32
2701,47.3775,8.5305555555556,"Zurich Kaserne, Switzerland",15
6141,49.4797577,8.4421989,"Ludwigshafen-Heinigstraße, Germany",12
2898,47.27129,11.4169445,"Andechstrasse 21, Austria",24
6042,48.1552945,11.5367712,"Landshuter Allee, München, Germany",40
2699,46.815277777778,9.8558333333333,"Davos Seehornwald, Switzerland",19
6062,48.3702933,10.8969745,"Karlstraße, Augsburg, Germany",32
10843,49.653055555556,8.8163888888889,"Odenwald, Fürth, Germany",53
3825,48.919357,8.158458,"Nord-Est Alsace, Alsace, France",25
6136,49.9937671,8.2736363,"Mainz-Zitadelle, Germany",10
6043,48.1542256,11.5537444,"Lothstraße, München, Germany",23
8723,47.5292,9.9267,"Gmeind, Austria",-
9374,46.311311,8.2597173,"Alpe Devero, Baceno, Piemonte, Italy",-
6164,48.899236111111,9.1730027776294,"Ludwigsburg, Germany",23
6061,49.7879186,9.9436612,"Stadtring Süd, Würzburg, Germany",20
9376,46.6712938,11.1525179,"Merano Meran, Bolzano Alto Adige, Italy",33
2702,47.403055555556,8.6133333333333,"Dubendorf Empa, Switzerland",17
11226,48.783150000042,9.1807305558523,"Stuttgart Arnulf-Klett-Platz, Germany",28
4401,46.854797953756,9.5070737335976,"CHI, Switzerland",16
9975,47.398613520837,8.4461974233319,"Schlieren Guterstrasse, Switzerland",17
6172,48.808933333291,9.2298611111111,"Stuttgart-Bad Cannstatt, Germany",25
6165,49.544077777863,8.4652805550893,"Mannheim-Nord, Germany",16
10840,49.873055555556,8.6652777777778,"Darmstadt, Germany",48
2928,47.2395528,11.390653,"Autobahnauffahrt Innsbruck-Süd Richtung Innsbruck, Austria",18
6041,48.169444,11.65,"Johanneskirchen, München, Germany",9
6040,48.7705311,11.4301242,"Rechbergstraße, Ingolstadt, Germany",20
6138,49.6286656,8.3647919,"Worms-Hagenstraße, Germany",8
10908,46.46618,10.370589,"Bormio , Lombardia, Italy",-
4740,47.239445,9.597696,"L190 (3m von L53), L191, Bärenkreuzung L53, Austria",34
6067,48.3972464,10.0074932,"Gabelsbergerstraße, Neu-Ulm, Germany",23
6168,48.488758333524,9.2075,"Reutlingen, Germany",23
6160,49.165533332825,9.2247444444233,"Heilbronn, Germany",26
10915,46.7642246,11.6416671,"Autostrada Nord - Bressanone, Bolzano Alto Adige, Italy",39
2926,47.3499917,11.6945417,"An der Leiten 3, Austria",7
6050,49.0957315,11.8071592,"Rathaus, Regensburg, Germany",16
6158,48.645641667048,8.9044083333015,"Gärtringen, Germany",24
6037,48.1351253,11.5819806,Munich,27
6066,47.562309,9.6839033,"Friedrichshafener Straße, Lindau (Bodensee), Germany",25
6175,48.396866667006,9.9789750003815,"Ulm, Germany",23
2895,47.3825,15.089166666667,"Roseggerstraße, hinter Stadtkai, Altersheim, Austria",29
2907,47.375555555556,15.0745,"8), Kindergarten Pestalozzigasse (Pz.Nr. 71, Austria",30
2877,48.278888888889,14.365833333333,"Altau, Freizeitpark, Am See 2, Austria",30
2816,48.8786111,15.04666667,"Thaures, Austria",13
2889,46.65195,15.36778,"Steirischer Possruck, Remschnigg, Isaak, Austria",1
4746,47.059444,15.466666,"Petersgasse, gegenüber Eisteichgasse, Austria",19
2844,48.12027778,14.878333,"Nikolaus Lenau-Gasse, Parkplatz vor der Schule, Austria",72
2910,47.1925,14.753333,"Feldgasse, Hauptschule, Austria",17
2861,48.2013,15.6204,"Europaplatz, Austria",30
2815,47.604722222222,15.673055555556,"Roseggergasse, Roseggerpark, Waldgasse, Austria",10
2897,47.044722222222,15.152777777778,"Mühlgasse, Ecke Franz Josef-Straße, Austria",72
2906,47.06924,15.431945,"Platz der Freiwilligen Schützen, Austria",16
2879,46.835,14.843611111111,"Hauptschule, Klagenfurter Str. (B70),Hans Schreiber-Straße 1, Austria",53
2899,46.801388888889,13.493888888889,"10. Oktober-Strasse 9, Schulzentrum, Austria",25
9311,46.0766394,14.5170118,"Ljubljana-Bežigrad, Slovenia",57
2890,46.708333,14.891667,"Herzogberg, Austria",10
4742,46.62556,14.31806,"Völkermarkter Straße Ecke Enzenbergstraße, Austria",76
2853,48.306119444444,14.297502777778,"Noßbergerstraße, hinter Museumstraße 34a, Austria",42
8004,48.302777777778,14.282777777778,"Kapuzinerstraße B139, Parkplatz Klammstr., Austria",53
5138,46.1503563,15.0453138,"Trbovlje, Slovenia",42
2891,46.813888888889,15.212777777778,"Rathausgasse 3, Arbeiterkammer, Austria",10
4731,47.041668,15.433056,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m), Austria",20
2892,46.626616666667,14.299144444444,"Sterneckstraße, Austria",82
2904,47.445833333333,15.29032,"St. Martin, Anton Buchalka-Straße 13, Ecke Friedhofweg, Austria",26
8725,47.565439,14.244676,"Alte Gasse 12, Austria",4
6047,48.5405284,12.1561137,"Podewilsstraße, Landshut, Germany",14
12924,46.169054888889,15.660638888889,"DesiniĆ, Croatia",29
5135,46.2397495,15.2677063,"Celje, Slovenia",21
2837,48.049444444444,14.442777777778,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1, Austria",17
2934,46.678611111111,12.974444444444,"Kreuth 8b, Josef Zobernig, Austria",1
2874,47.5818083,12.1724111,"Praxmarerstraße, Austria",10
6629,46.827732,12.765622,"Amlacher Kreuzung, Austria",7
2880,47.067011111111,15.493688888889,"Observatorium Schloss Lustbühel, Austria",10
2919,46.6125,13.841389,"Tirolerbrücke (westl. v. Westbahnhof), Austria",15
2884,47.093613,15.414722,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz, Austria",23
4741,47.06333,15.086667,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m), Austria",10
2930,46.610277777778,14.398333333333,"Niederdorferstraße 5, Austria",14
2887,46.842,14.529,"Pemberg, Austria",1
2900,46.55693,13.70541,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10, Austria",3
4733,48.165,14.035556,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137, Austria",68
4727,47.28286,15.971852,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr., Austria",15
8726,47.215703,15.628392,"Bahnhofstraße 7, Austria",42
8724,47.815855,13.720737,"Feuerkogel 3, Austria",-
6039,48.1722093,12.8305017,"Marktler Straße, Burghausen, Germany",25
2832,48.045111111111,14.772277777778,"Gimpersdorf, Austria",16
6045,48.0217563,12.5392499,"Schwimmbadstraße, Trostberg, Germany",33
2914,46.778333333333,15.540555555556,"Lastenstraße 12, Volksschule, Austria",30
2873,47.6830556,13.1,"Hagerkreuzung, Austria",4
4732,48.40861,15.619166,"St.Paul-Gasse, BG Rechte Kremszeile (B3: 170m, S37: 470m), Austria",17
2812,48.53111111,14.574722222222,"Oberrauchenödt Kirche St. Michael, Austria",-
2833,48.39172,13.67114,"Kriegen, Kapelle, Austria",21
2847,48.257777777778,13.039722222222,"Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule), Austria",53
5139,46.1311,14.9961,"Zagorje, Slovenia",153
2888,47.34806,15.882222,"Masenberg, Sender oberhalb von Waldhansl, Austria",-
2856,48.209444444444,14.436944444444,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle, Austria",30
2872,48.000833333333,13.6675,"Untere Agergasse 14, Austria",78
2814,48.274444444,14.3147222,"Wiener Straße 233, Straßenbahnstation Neue Welt, Austria",30
2830,48.2252778,14.23888889,"Tischlerstrasse Kindergarten, Austria",57
9424,46.06611716,13.2406876,"V.Cairoli, Udine, Friuli Venezia Giulia, Italy",99
2859,47.7975,13.053611111111,"Rudolfsplatz (Grünfläche in der Mitte), Austria",27
2865,47.691111111111,13.108055555556,"Hallein A10, Brücke Almbach, Austria",5
2902,47.4885583,12.066633,"Josef Stelzhamer-Straße, Austria",21
6052,49.4380774,12.5554499,"Altenschneeberg, Tiefenbach, Germany",32
5134,46.5546503,15.6458812,"Maribor, Slovenia",30
4745,47.409443,15.253333,"Flurgasse 2, Ecke Oberdorfer Straße, Austria",17
2917,47.135555555556,15.323611111111,"Aufeldstraße, Austria",20
6628,48.2125,15.634167,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule, Austria",91
2821,48.528888888889,15.942777777778,"Kläranlage, Austria",28
2868,48.323333,14.2977778,"Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn), Austria",13
2883,46.7675,15.956111,"Seindl, Dissay-Weg, Austria",9
2905,47.21037,14.825277777778,"Parkstraße, Pestalozzistraße, Austria",27
2933,47.358888888889,15.103611111111,"49, Mayr-Melnhof-Gasse, Südende, Kindergarten, Pz.Nr. 503, Austria",16
2896,47.178333333333,14.676666666667,"Stadionstraße, südlich des Sportplatzes, Austria",16
8003,48.331111111111,15.903611111111,"Dürnrohr, Austria",95
2817,48.72111111,15.94222222,"Am Öhlberg, Austria",55
4725,47.8386111,14.441388889,"Zöbelboden, Wildwiese, Austria",-
2923,47.055611,15.416603,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße, Austria",21
2911,47.120277777778,15.351111111111,"Ringsiedlung, Murufer, Austria",26
2846,47.716111111111,13.632222222222,"Rettenbachstraße 5 (Holzplatz der Gemeinde), Austria",5
2894,47.125833333333,13.808333333333,"Parkplatz Untere Postgasse 2, Austria",6
6627,47.32664,12.795124,"Freizeitzentrum, Steinergasse, Austria",17
2845,47.817222222222,13.030833333333,"Franz Martin-Straße 1, Austria",5
6049,48.5724917,13.4212484,"Stelzhamerstraße, Passau, Germany",29
2916,47.069443,15.404388,"Gaswerkstrasse 13, Bez. Eggenberg, Austria",20
2842,47.8055556,13.043333,"Mirabellplatz, Austria",11
8034,47.67717,17.65782,"Gyor 2 Ifjúság, Gyor, Hungary",35
3401,49.971047,19.830422,"Skawina, Małopolska, Poland",112
3132,48.6604318,18.5100381,"Rozvodna SSE, Bystricany, Slovakia",34
3140,49.0578053,18.9198444,"Jesenskeho, Martin, Slovakia",89
3110,48.1211242,17.1294547,"Mamateyova, Bratislava, Slovakia",25
2885,47.047222,16.078888,"Ungertorweg, Hauptschule Schillerplatz, Austria",16
3876,47.466982,19.157219,"Budapest Gergely utca, Budapest, Hungary",67
3348,47.56325,18.4087,"Tatabánya Ságvári u., Tatabánya, Hungary",19
4736,48.20306,16.43455,"250, Wehlistraße 366, Gstr.Nr.2157, Austria",25
3114,48.7361083,19.1625274,"Stefanikovo nabrezie, Banska Bystrica, Slovakia",154
2932,47.33941,16.20808,"Schützenstraße 85, Wirtschaftshof der Gemeinde, Austria",19
4737,48.156708,16.476051,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m), Austria",25
4739,48.23537,16.301563,"4, Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698, Austria",25
3361,47.195944,18.400246,"Székesfehérvár, Székesfehérvár, Hungary",52
3372,47.561738,18.960876,"Budapest Pesthidegkút, Budapest, Hungary",73
3117,48.5805792,19.9537932,"Hlavna, Hnusta, Slovakia",112
3137,48.6797096,17.3605467,"Hviezdoslavova, Senica, Slovakia",21
8002,48.236666666667,16.636944444444,"Straße von Glinzendorf nach Rutzendorf, Austria",17
4738,48.261086,16.396954,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m), Austria",21
3371,47.508605,19.02764,"Budapest Széna tér, Budapest, Hungary",77
3373,47.544291,19.144177,"Budapest Korakás park, Budapest, Hungary",88
3118,48.558752,19.1545153,"J. Alexyho, Zvolen, Slovakia",93
3108,48.1591812,17.1275135,"Trnavske Myto, Bratislava, Slovakia",55
6535,49.813464,19.027318,"Bielsko-Biała, ul. Kossak-Szczuckiej 19, Poland",-
8281,49.671602,19.234446,"Żywiec, ul. Kopernika 84, Poland",-
4743,48.385277,16.182222,"Rudolf Diesel-Straße (70 m von S3), Austria",22
8036,46.90234,19.68875,"Kecskemét, Kecskemét, Hungary",27
3360,46.965924,18.935198,"Dunaújváros, Dunaújváros, Hungary",63
3133,48.7361475,18.7561554,"Morovianska cesta, Handlova, Slovakia",80
2870,48.174353055556,16.361417222222,"252, Belgradplatz (Südostecke), Gstr.Nr. 816, Austria",25
4726,48.329445,16.0625,"Leopoldgasse, neben Friedhof bei Grottenthalgasse, Austria",42
3338,46.08031,18.21117,"Pécs Boszorkány u., Pécs, Hungary",54
3141,49.0787782,19.3023554,"Riadok, Ruzomberok, Slovakia",117
3363,47.089574,17.905054,"Veszprém, Veszprém, Hungary",103
3362,47.20167,18.143025,"Várpalota, Várpalota, Hungary",103
5136,46.6506459,16.1955862,"Murska Sobota-Rakičan, Slovenia",42
2828,47.77028,16.76639,"Biologische Station Illmitz, Austria",-
2831,48.162069444444,16.525613888889,"Lobau Grundwasserwerk, Austria",30
3370,47.40444,19.09083,"Budapest Csepel, Budapest, Hungary",47
8039,47.309166,18.920566,"Százhalombatta 1 Búzavirág tér, Százhalombatta, Hungary",63
3364,47.32655,18.93296,"Százhalombatta 2 Sportpálya, Százhalombatta, Hungary",62
3341,47.79044,18.74582,"Esztergom, Esztergom, Hungary",62
10544,49.802089,19.048629,"Bielsko-Biała, ul. Partyzantów, Poland",-
8727,48.30822222,16.3279444,"Parkplatz Bahnhof Klosterneuburg-Kierling, Austria",8
3366,47.773969,19.139816,"Vác, Csányi krt., Vác, Hungary",88
3367,47.492104,19.087778,"Budapest Teleki tér, Budapest, Hungary",77
8041,47.72443,18.73681,"Dorog, Dorog, Hungary",62
3343,47.68537,17.63955,"Gyor 1 Szent István, Gyor, Hungary",26
3138,48.372061,17.588892,"Kollarova, Trnava, Slovakia",50
10043,49.743111,19.600399,"Sucha Beskidzka, ul. Nieszczyńskiej, Małopolska, Poland",112
2857,48.187146944444,16.339331111111,"Umspannwerk Gaudenzdorfer Gürtel, Austria",25
3368,47.43,19.18111,"Budapest Gilice tér, Budapest, Hungary",21
3377,47.5819516,19.1146459,"Budapest Káposztásmegyer, Budapest, Hungary",88
3340,46.07098,18.22527,"Pécs Szabadság u., Pécs, Hungary",40
3124,48.2861955,18.1383259,"Janikovce, Nitra, Slovakia",61
3119,48.5987548,18.8419693,"Jilemnickeho, Ziar nad Hronom, Slovakia",72
3143,49.2144883,18.7691377,"Obezna, Zilina, Slovakia",46
4729,48.143612,16.959444,"Parkplatz Bezirkskrankenhaus, Florianistraße, Austria",30
3344,47.871158,17.273464,"Mosonmagyaróvár, Mosonmagyaróvár, Hungary",24
3109,48.1684184,17.1078752,"Jeseniova, Bratislava, Slovakia",25
3405,49.293564,19.960083,"Zakopane, Małopolska, Poland",40
3115,48.7344444,19.1128073,"Zelena, Banska Bystrica, Slovakia",104
4747,48.4353741,17.0176474,"Mierove namestie, Malacky, Slovakia",30
3345,47.6913,16.57548,"Sopron, Sopron, Hungary",28
2839,47.84,16.52806,"Laschoberstraße, östlich Kreisverkehr Ruster Straße, Austria",30
